# (c) Scikit-HEP project - Particle package data file - particle2023.csv - version 13 - 2023-07-03
ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks,Latex
-317,1779,8,8,161,17,17,1/2,5,-1,5,1,0,0,0,K(3)*(1780),Ds,\overline{K}_{3}^{*}(1780)^{0}
319,2048,8,9,199,27,19,1/2,5,1,5,1,0,0,0,K(4)*(2045),dS,K_{4}^{*}(2045)^{0}
-319,2048,8,9,199,27,19,1/2,5,1,5,1,0,0,0,K(4)*(2045),Ds,\overline{K}_{4}^{*}(2045)^{0}
321,493.677,0.016,0.016,5.317e-14,9e-17,9e-17,1/2,5,-1,5,2,3,0,0,K,uS,K^{+}
-321,493.677,0.016,0.016,5.317e-14,9e-17,9e-17,1/2,5,-1,5,2,-3,0,0,K,Us,K^{-}
323,891.67,0.26,0.26,51.4,0.8,0.8,1/2,5,-1,5,2,3,0,0,K*(892),uS,K^{*}(892)^{+}
-323,891.67,0.26,0.26,51.4,0.8,0.8,1/2,5,-1,5,2,-3,0,0,K*(892),Us,K^{*}(892)^{-}
325,1427.3,1.5,1.5,100,2.1,2.1,1/2,5,1,5,2,3,0,0,K(2)*(1430),uS,K_{2}^{*}(1430)^{+}
-325,1427.3,1.5,1.5,100,2.1,2.1,1/2,5,1,5,2,-3,0,0,K(2)*(1430),Us,K_{2}^{*}(1430)^{-}
327,1779,8,8,161,17,17,1/2,5,-1,5,2,3,0,0,K(3)*(1780),uS,K_{3}^{*}(1780)^{+}
-327,1779,8,8,161,17,17,1/2,5,-1,5,2,-3,0,0,K(3)*(1780),Us,K_{3}^{*}(1780)^{-}
329,2048,8,9,199,27,19,1/2,5,1,5,2,3,0,0,K(4)*(2045),uS,K_{4}^{*}(2045)^{+}
-329,2048,8,9,199,27,19,1/2,5,1,5,2,-3,0,0,K(4)*(2045),Us,K_{4}^{*}(2045)^{-}
331,957.78,0.06,0.06,0.188,0.006,0.006,0,1,-1,1,0,0,0,0,eta'(958),x(uU+dD)+y(sS),\eta^\prime(958)
333,1019.461,0.016,0.016,4.249,0.013,0.013,0,-1,-1,-1,0,0,0,0,phi(1020),x(uU+dD)+y(sS),\phi(1020)
335,1517.4,2.5,2.5,86,5,5,0,1,1,1,0,0,0,0,f(2)'(1525),x(uU+dD)+y(sS),f_{2}^\prime(1525)
337,1854,7,7,87,28,23,0,-1,-1,-1,0,0,0,0,phi(3)(1850),x(uU+dD)+y(sS),\phi_{3}(1850)
411,1869.66,0.05,0.05,6.37e-10,2.9e-12,2.9e-12,1/2,5,-1,5,2,3,0,0,D,cD,D^{+}
-411,1869.66,0.05,0.05,6.37e-10,2.9e-12,2.9e-12,1/2,5,-1,5,2,-3,0,0,D,Cd,D^{-}
413,2010.26,0.05,0.05,0.0834,0.0018,0.0018,1/2,5,-1,5,2,3,0,0,D*(2010),cD,D^{*}(2010)^{+}
-413,2010.26,0.05,0.05,0.0834,0.0018,0.0018,1/2,5,-1,5,2,-3,0,0,D*(2010),Cd,D^{*}(2010)^{-}
415,2461.1,0.7,0.8,47.3,0.8,0.8,1/2,5,1,5,2,3,0,0,D(2)*(2460),cD,D_{2}^{*}(2460)^{+}
-415,2461.1,0.7,0.8,47.3,0.8,0.8,1/2,5,1,5,2,-3,0,0,D(2)*(2460),Cd,D_{2}^{*}(2460)^{-}
421,1864.84,0.05,0.05,1.604e-09,4e-12,4e-12,1/2,5,-1,5,1,0,0,0,D,cU,D^{0}
-421,1864.84,0.05,0.05,1.604e-09,4e-12,4e-12,1/2,5,-1,5,1,0,0,0,D,Cu,\overline{D}^{0}
423,2006.85,0.05,0.05,2.1,-1,-1,1/2,5,-1,5,1,0,0,0,D*(2007),cU,D^{*}(2007)^{0}
-423,2006.85,0.05,0.05,2.1,-1,-1,1/2,5,-1,5,1,0,0,0,D*(2007),Cu,\overline{D}^{*}(2007)^{0}
425,2461.1,0.7,0.8,47.3,0.8,0.8,1/2,5,1,5,1,0,0,0,D(2)*(2460),cU,D_{2}^{*}(2460)^{0}
-425,2461.1,0.7,0.8,47.3,0.8,0.8,1/2,5,1,5,1,0,0,0,D(2)*(2460),Cu,\overline{D}_{2}^{*}(2460)^{0}
431,1968.35,0.07,0.07,1.305e-09,1e-11,1e-11,0,5,-1,5,2,3,0,0,D(s),cS,D_{s}^{+}
-431,1968.35,0.07,0.07,1.305e-09,1e-11,1e-11,0,5,-1,5,2,-3,0,0,D(s),Cs,D_{s}^{-}
433,2112.2,0.4,0.4,-1,-1,-1,0,5,5,5,2,3,0,0,D(s)*,cS,D_{s}^{*+}
-433,2112.2,0.4,0.4,-1,-1,-1,0,5,5,5,2,-3,0,0,D(s)*,Cs,D_{s}^{*-}
435,2569.1,0.8,0.8,16.9,0.7,0.7,0,5,5,5,2,3,0,0,D(s2)*(2573),cS,D_{s2}^{*}(2573)^{+}
-435,2569.1,0.8,0.8,16.9,0.7,0.7,0,5,5,5,2,-3,0,0,D(s2)*(2573),Cs,D_{s2}^{*}(2573)^{-}
441,2983.9,0.4,0.4,32,0.7,0.7,0,1,-1,1,0,0,0,0,eta(c)(1S),cC,\eta_{c}(1S)
443,3096.9,0.006,0.006,0.0926,0.0017,0.0017,0,-1,-1,-1,0,0,0,0,J/psi(1S),cC,J/\psi(1S)
445,3556.17,0.07,0.07,1.97,0.09,0.09,0,1,1,1,0,0,0,0,chi(c2)(1P),cC,\chi_{c2}(1P)
511,5279.66,0.12,0.12,4.333e-10,1.1e-12,1.1e-12,1/2,5,-1,5,1,0,0,0,B,dB,B^{0}
-511,5279.66,0.12,0.12,4.333e-10,1.1e-12,1.1e-12,1/2,5,-1,5,1,0,0,0,B,Db,\overline{B}^{0}
513,5324.71,0.21,0.21,-1,-1,-1,1/2,5,-1,5,1,0,0,0,B*,dB,B^{*0}
-513,5324.71,0.21,0.21,-1,-1,-1,1/2,5,-1,5,1,0,0,0,B*,Db,\overline{B}^{*0}
515,5739.5,0.7,0.7,24.2,1.7,1.7,1/2,5,1,5,1,0,3,0,B(2)*(5747),dB,B_{2}^{*}(5747)^{0}
-515,5739.5,0.7,0.7,24.2,1.7,1.7,1/2,5,1,5,1,0,3,0,B(2)*(5747),Db,\overline{B}_{2}^{*}(5747)^{0}
521,5279.34,0.12,0.12,4.018e-10,1e-12,1e-12,1/2,5,-1,5,2,3,0,0,B,uB,B^{+}
-521,5279.34,0.12,0.12,4.018e-10,1e-12,1e-12,1/2,5,-1,5,2,-3,0,0,B,Ub,B^{-}
523,5324.71,0.21,0.21,-1,-1,-1,1/2,5,-1,5,2,3,0,0,B*,uB,B^{*+}
-523,5324.71,0.21,0.21,-1,-1,-1,1/2,5,-1,5,2,-3,0,0,B*,Ub,B^{*-}
525,5737.2,0.7,0.7,20,5,5,1/2,5,1,5,2,3,3,0,B(2)*(5747),uB,B_{2}^{*}(5747)^{+}
-525,5737.2,0.7,0.7,20,5,5,1/2,5,1,5,2,-3,3,0,B(2)*(5747),Ub,B_{2}^{*}(5747)^{-}
531,5366.92,0.1,0.1,4.327e-10,1.4e-12,1.4e-12,0,5,-1,5,1,0,0,0,B(s),sB,B_{s}^{0}
-531,5366.92,0.1,0.1,4.327e-10,1.4e-12,1.4e-12,0,5,-1,5,1,0,0,0,B(s),Sb,\overline{B}_{s}^{0}
533,5415.4,1.8,1.5,-1,-1,-1,0,5,-1,5,1,0,0,0,B(s)*,sB,B_{s}^{*0}
-533,5415.4,1.8,1.5,-1,-1,-1,0,5,-1,5,1,0,0,0,B(s)*,Sb,\overline{B}_{s}^{*0}
535,5839.86,0.12,0.12,1.49,0.27,0.27,1/2,5,1,5,1,0,3,0,B(s2)*(5840),sB,B_{s2}^{*}(5840)^{0}
-535,5839.86,0.12,0.12,1.49,0.27,0.27,1/2,5,1,5,1,0,3,0,B(s2)*(5840),Sb,\overline{B}_{s2}^{*}(5840)^{0}
541,6274.47,0.32,0.32,1.291e-09,2.3e-11,2.3e-11,0,5,-1,5,2,3,0,0,B(c),cB,B_{c}^{+}
-541,6274.47,0.32,0.32,1.291e-09,2.3e-11,2.3e-11,0,5,-1,5,2,-3,0,0,B(c),Cb,B_{c}^{-}
551,9398.7,2,2,10,5,4,0,1,-1,1,0,0,0,2,eta(b)(1S),bB,\eta_{b}(1S)
553,9460.4,0.1,0.1,0.054,0.0013,0.0013,0,-1,-1,-1,0,0,0,0,Upsilon(1S),bB,\Upsilon(1S)
555,9912.2,0.4,0.4,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b2)(1P),bB,\chi_{b2}(1P)
1103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-2,0,4,(dd)(1),,(dd)_{1}
-1103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,2,0,4,(dd)(1),,(dd)_{1}
1112,1610,20,20,130,20,20,3/2,5,-1,5,1,-3,4,0,Delta(1620),ddd,\Delta(1620)^{-}
-1112,1610,20,20,130,20,20,3/2,5,1,5,1,3,4,0,Delta(1620),DDD,\overline{\Delta}(1620)^{+}
1114,1232,2,2,117,3,3,3/2,5,1,5,1,-3,4,0,Delta(1232),ddd,\Delta(1232)^{-}
-1114,1232,2,2,117,3,3,3/2,5,-1,5,1,3,4,0,Delta(1232),DDD,\overline{\Delta}(1232)^{+}
1116,1880,30,25,330,70,60,3/2,5,1,5,1,-3,4,1,Delta(1905),ddd,\Delta(1905)^{-}
-1116,1880,30,25,330,70,60,3/2,5,-1,5,1,3,4,1,Delta(1905),DDD,\overline{\Delta}(1905)^{+}
1118,1930,20,15,280,50,50,3/2,5,1,5,1,-3,4,1,Delta(1950),ddd,\Delta(1950)^{-}
-1118,1930,20,15,280,50,50,3/2,5,-1,5,1,3,4,1,Delta(1950),DDD,\overline{\Delta}(1950)^{+}
1212,1610,20,20,130,20,20,3/2,5,-1,5,1,0,4,0,Delta(1620),udd,\Delta(1620)^{0}
-1212,1610,20,20,130,20,20,3/2,5,1,5,1,0,4,0,Delta(1620),UDD,\overline{\Delta}(1620)^{0}
1214,1515,5,5,110,10,10,1/2,5,-1,5,1,0,4,0,N(1520),udd,N(1520)^{0}
-1214,1515,5,5,110,10,10,1/2,5,1,5,1,0,4,0,N(1520),UDD,\overline{N}(1520)^{0}
1216,1880,30,25,330,70,60,3/2,5,1,5,1,0,4,1,Delta(1905),udd,\Delta(1905)^{0}
-1216,1880,30,25,330,70,60,3/2,5,-1,5,1,0,4,1,Delta(1905),UDD,\overline{\Delta}(1905)^{0}
1218,2180,40,40,400,100,100,1/2,5,-1,5,1,0,4,1,N(2190),udd,N(2190)^{0}
-1218,2180,40,40,400,100,100,1/2,5,1,5,1,0,4,1,N(2190),UDD,\overline{N}(2190)^{0}
2101,-1,-1,-1,-1,-1,-1,1,5,5,5,1,1,0,4,(ud)(0),,(ud)_{0}
-2101,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-1,0,4,(ud)(0),,(ud)_{0}
2103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,1,0,4,(ud)(1),,(ud)_{1}
-2103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-1,0,4,(ud)(1),,(ud)_{1}
2112,939.5654205,5e-07,5e-07,7.493e-25,4e-28,4e-28,1/2,5,1,5,1,0,4,0,n,udd,n
-2112,939.5654205,5e-07,5e-07,7.493e-25,4e-28,4e-28,1/2,5,-1,5,1,0,4,0,n,UDD,\overline{n}
2114,1232,2,2,117,3,3,3/2,5,1,5,1,0,4,0,Delta(1232),udd,\Delta(1232)^{0}
-2114,1232,2,2,117,3,3,3/2,5,-1,5,1,0,4,0,Delta(1232),UDD,\overline{\Delta}(1232)^{0}
2116,1675,5,10,145,15,15,1/2,5,-1,5,1,0,4,1,N(1675),udd,N(1675)^{0}
-2116,1675,5,10,145,15,15,1/2,5,1,5,1,0,4,1,N(1675),UDD,\overline{N}(1675)^{0}
2118,1930,20,15,280,50,50,3/2,5,1,5,1,0,4,1,Delta(1950),udd,\Delta(1950)^{0}
-2118,1930,20,15,280,50,50,3/2,5,-1,5,1,0,4,1,Delta(1950),UDD,\overline{\Delta}(1950)^{0}
2122,1610,20,20,130,20,20,3/2,5,-1,5,1,3,4,0,Delta(1620),uud,\Delta(1620)^{+}
-2122,1610,20,20,130,20,20,3/2,5,1,5,1,-3,4,0,Delta(1620),UUD,\overline{\Delta}(1620)^{-}
2124,1515,5,5,110,10,10,1/2,5,-1,5,1,3,4,0,N(1520),uud,N(1520)^{+}
-2124,1515,5,5,110,10,10,1/2,5,1,5,1,-3,4,0,N(1520),UUD,\overline{N}(1520)^{-}
2126,1880,30,25,330,70,60,3/2,5,1,5,1,3,4,1,Delta(1905),uud,\Delta(1905)^{+}
-2126,1880,30,25,330,70,60,3/2,5,-1,5,1,-3,4,1,Delta(1905),UUD,\overline{\Delta}(1905)^{-}
2128,2180,40,40,400,100,100,1/2,5,-1,5,1,3,4,1,N(2190),uud,N(2190)^{+}
-2128,2180,40,40,400,100,100,1/2,5,1,5,1,-3,4,1,N(2190),UUD,\overline{N}(2190)^{-}
2203,-1,-1,-1,-1,-1,-1,1,5,5,5,1,4,0,4,(uu)(1),,(uu)_{1}
-2203,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-4,0,4,(uu)(1),,(uu)_{1}
2212,938.27208816,2.9e-07,2.9e-07,0,0,0,1/2,5,1,5,1,3,4,0,p,uud,p
-2212,938.27208816,2.9e-07,2.9e-07,0,0,0,1/2,5,-1,5,1,-3,4,0,p,UUD,\overline{p}
2214,1232,2,2,117,3,3,3/2,5,1,5,1,3,4,0,Delta(1232),uud,\Delta(1232)^{+}
-2214,1232,2,2,117,3,3,3/2,5,-1,5,1,-3,4,0,Delta(1232),UUD,\overline{\Delta}(1232)^{-}
2216,1675,5,10,145,15,15,1/2,5,-1,5,1,3,4,1,N(1675),uud,N(1675)^{+}
-2216,1675,5,10,145,15,15,1/2,5,1,5,1,-3,4,1,N(1675),UUD,\overline{N}(1675)^{-}
2218,1930,20,15,280,50,50,3/2,5,1,5,1,3,4,1,Delta(1950),uud,\Delta(1950)^{+}
-2218,1930,20,15,280,50,50,3/2,5,-1,5,1,-3,4,1,Delta(1950),UUD,\overline{\Delta}(1950)^{-}
2222,1610,20,20,130,20,20,3/2,5,-1,5,1,6,4,0,Delta(1620),uuu,\Delta(1620)^{++}
-2222,1610,20,20,130,20,20,3/2,5,1,5,1,-6,4,0,Delta(1620),UUU,\overline{\Delta}(1620)^{--}
2224,1232,2,2,117,3,3,3/2,5,1,5,1,6,4,0,Delta(1232),uuu,\Delta(1232)^{++}
-2224,1232,2,2,117,3,3,3/2,5,-1,5,1,-6,4,0,Delta(1232),UUU,\overline{\Delta}(1232)^{--}
2226,1880,30,25,330,70,60,3/2,5,1,5,1,6,4,1,Delta(1905),uuu,\Delta(1905)^{++}
-2226,1880,30,25,330,70,60,3/2,5,-1,5,1,-6,4,1,Delta(1905),UUU,\overline{\Delta}(1905)^{--}
2228,1930,20,15,280,50,50,3/2,5,1,5,1,6,4,1,Delta(1950),uuu,\Delta(1950)^{++}
-2228,1930,20,15,280,50,50,3/2,5,-1,5,1,-6,4,1,Delta(1950),UUU,\overline{\Delta}(1950)^{--}
3101,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,-2,0,4,(sd)(0),,(sd)_{0}
-3101,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,2,0,4,(sd)(0),,(sd)_{0}
3103,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,-2,0,4,(sd)(1),,(sd)_{1}
-3103,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,2,0,4,(sd)(1),,(sd)_{1}
3112,1197.449,0.03,0.03,4.45e-12,3.2e-14,3.2e-14,1,5,1,5,1,-3,4,0,Sigma,dds,\Sigma^{-}
-3112,1197.449,0.03,0.03,4.45e-12,3.2e-14,3.2e-14,1,5,-1,5,1,3,4,0,Sigma,DDS,\overline{\Sigma}^{+}
3114,1387.2,0.5,0.5,39.4,2.1,2.1,1,5,1,5,1,-3,4,0,Sigma(1385),dds,\Sigma(1385)^{-}
-3114,1387.2,0.5,0.5,39.4,2.1,2.1,1,5,-1,5,1,3,4,0,Sigma(1385),DDS,\overline{\Sigma}(1385)^{+}
3116,1775,5,5,120,15,15,1,5,-1,5,1,-3,4,1,Sigma(1775),dds,\Sigma(1775)^{-}
-3116,1775,5,5,120,15,15,1,5,1,5,1,3,4,1,Sigma(1775),DDS,\overline{\Sigma}(1775)^{+}
3118,2030,10,5,180,20,30,1,5,1,5,1,-3,4,1,Sigma(2030),dds,\Sigma(2030)^{-}
-3118,2030,10,5,180,20,30,1,5,-1,5,1,3,4,1,Sigma(2030),DDS,\overline{\Sigma}(2030)^{+}
3122,1115.683,0.006,0.006,2.501e-12,1.9e-14,1.9e-14,0,5,1,5,1,0,4,0,Lambda,uds,\Lambda
-3122,1115.683,0.006,0.006,2.501e-12,1.9e-14,1.9e-14,0,5,-1,5,1,0,4,0,Lambda,UDS,\overline{\Lambda}
3124,1519,1,1,16,1,1,0,5,-1,5,1,0,4,0,Lambda(1520),uds,\Lambda(1520)
-3124,1519,1,1,16,1,1,0,5,1,5,1,0,4,0,Lambda(1520),UDS,\overline{\Lambda}(1520)
3126,1820,5,5,80,10,10,0,5,1,5,1,0,4,1,Lambda(1820),uds,\Lambda(1820)
-3126,1820,5,5,80,10,10,0,5,-1,5,1,0,4,1,Lambda(1820),UDS,\overline{\Lambda}(1820)
3128,2100,10,10,200,50,100,0,5,-1,5,1,0,4,1,Lambda(2100),uds,\Lambda(2100)
-3128,2100,10,10,200,50,100,0,5,1,5,1,0,4,1,Lambda(2100),UDS,\overline{\Lambda}(2100)
3201,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,1,0,4,(su)(0),,(su)_{0}
-3201,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,-1,0,4,(su)(0),,(su)_{0}
3203,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,1,0,4,(su)(1),,(su)_{1}
-3203,-1,-1,-1,-1,-1,-1,1/2,5,5,5,1,-1,0,4,(su)(1),,(su)_{1}
3212,1192.642,0.024,0.024,0.0089,0.0009,0.0008,1,5,1,5,1,0,4,0,Sigma,uds,\Sigma^{0}
-3212,1192.642,0.024,0.024,0.0089,0.0009,0.0008,1,5,-1,5,1,0,4,0,Sigma,UDS,\overline{\Sigma}^{0}
3214,1383.7,1,1,36,5,5,1,5,1,5,1,0,4,0,Sigma(1385),uds,\Sigma(1385)^{0}
-3214,1383.7,1,1,36,5,5,1,5,-1,5,1,0,4,0,Sigma(1385),UDS,\overline{\Sigma}(1385)^{0}
3216,1775,5,5,120,15,15,1,5,-1,5,1,0,4,1,Sigma(1775),uds,\Sigma(1775)^{0}
-3216,1775,5,5,120,15,15,1,5,1,5,1,0,4,1,Sigma(1775),UDS,\overline{\Sigma}(1775)^{0}
3218,2030,10,5,180,20,30,1,5,1,5,1,0,4,1,Sigma(2030),uds,\Sigma(2030)^{0}
-3218,2030,10,5,180,20,30,1,5,-1,5,1,0,4,1,Sigma(2030),UDS,\overline{\Sigma}(2030)^{0}
3222,1189.37,0.07,0.07,8.209e-12,2.7e-14,2.7e-14,1,5,1,5,1,3,4,0,Sigma,uus,\Sigma^{+}
-3222,1189.37,0.07,0.07,8.209e-12,2.7e-14,2.7e-14,1,5,-1,5,1,-3,4,0,Sigma,UUS,\overline{\Sigma}^{-}
3224,1382.83,0.34,0.34,36.2,0.7,0.7,1,5,1,5,1,3,4,0,Sigma(1385),uus,\Sigma(1385)^{+}
-3224,1382.83,0.34,0.34,36.2,0.7,0.7,1,5,-1,5,1,-3,4,0,Sigma(1385),UUS,\overline{\Sigma}(1385)^{-}
3226,1775,5,5,120,15,15,1,5,-1,5,1,3,4,1,Sigma(1775),uus,\Sigma(1775)^{+}
-3226,1775,5,5,120,15,15,1,5,1,5,1,-3,4,1,Sigma(1775),UUS,\overline{\Sigma}(1775)^{-}
3228,2030,10,5,180,20,30,1,5,1,5,1,3,4,1,Sigma(2030),uus,\Sigma(2030)^{+}
-3228,2030,10,5,180,20,30,1,5,-1,5,1,-3,4,1,Sigma(2030),UUS,\overline{\Sigma}(2030)^{-}
